Release,Title,Synopsis,Directed By,Lead Actors,Music By,Notes
08/15/2003,Open Range,"In 1882, cattleman Boss Spearman and his hired hand Charley Waite fight ruthless Irish land baron Baxter and his men who hurt Spearman's crew.",Kevin Costner,"Robert Duvall,
Kevin Costner,
Annette Bening",Michael Kamen,
08/15/2003,Uptown Girls,A rock legend's 22-year-old daughter Molly starts working as the nanny of an eight-year-old girl who acts like an adult and is neglected by her mother.,Boaz Yakin,"Brittany Murphy,
Dakota Fanning,
Marley Shelton",Joel McNeely,
08/22/2003,My Boss's Daughter,"After Tom is asked to house-sit for his boss Jack, he is determined to get closer to Jack's daughter Lisa, but events like an owl leaving ruin his plans.",David Zucker,"Ashton Kutcher,
Tara Reid,
Jeffrey Tambor",Teddy Castellucci,
08/22/2003,The Medallion,A Hong Kong detective suffers a fatal accident involving a mysterious object and is transformed into an immortal warrior with superhuman powers.,Gordon Chan,"Jackie Chan,
Lee Evans,
Claire Forlani","Adrian Lee,
Steve Porcaro",
08/29/2003,Jeepers Creepers 2,A basketball team's bus is attacked by a savage creeper on the last day of his 23-day frenzy. Jack seeks revenge for the murder of his younger son.,Victor Salva,"Ray Wise,
Jonathan Breck,
Garikayi Mutambirwa",Bennett Salvay,
09/05/2003,Dickie Roberts: Former Child Star,"A former child actor wants to restore his honor by joining Rob Reiner's new film. For a role, he hires a foster family to recreate a childhood he missed.",Sam Weisman,"David Spade,
Mary McCormack,
Jon Lovitz","Christophe Beck,
Waddy Wachtel",
09/12/2003,Cabin Fever,Five college graduates rent a cabin in the woods and begin to fall victim to a flesh-eating virus that gets the attention of homicidal locals and police.,Eli Roth,"Rider Strong,
Jordan Ladd,
James DeBello",Nathan Barr,
09/12/2003,Lost in Translation,A fading American movie star has a midlife crisis when he travels to Tokyo to promote whisky. He befriends a married American college graduate.,Sofia Coppola,"Bill Murray,
Scarlett Johansson,
Giovanni Ribisi",N/A,
09/12/2003,Matchstick Men,"In L.A., phobic con artist Ray and his protégé are on the verge of pulling off a big swindle, but Roy's 14-year-old daughter Angela arrives surprisingly.",Ridley Scott,"Nicolas Cage,
Sam Rockwell,
Alison Lohman",Hans Zimmer,
09/12/2003,Once Upon a Time in Mexico,Hitman El Mariachi is recruited by a psychotic CIA agent to kill a corrupt Mexican Army general that he blames for the death of his wife and daughter.,Robert Rodriguez,"Antonio Banderas,
Salma Hayek,
Johnny Depp",Robert Rodriguez,Mexico 3
09/19/2003,Bubba Ho-Tep,Elvis Presley and a black JFK stay in a nursing home where a wayward Egyptian mummy comes and sucks out the old people's souls.,Don Coscarelli,"Bruce Campbell,
Ossie Davis,
Ella Joyce",Brian Tyler,
09/19/2003,Secondhand Lions,"An introverted boy is left on the doorstep of a pair of reluctant, eccentric great-uncles, whose exotic remembrances stir the boy’s spirit and re-ignite the men’s lives.",Tim McCanlies,"Haley Joel Osment,
Robert Duvall,
Michael Caine",Patrick Doyle,
09/19/2003,The Fighting Temptations,A New York ad executive goes to a Georgia town to collect an inheritance but must create a gospel choir and lead it to success before he can collect.,Jonathan Lynn,"Cuba Gooding Jr.,
Beyoncé,
Mike Epps","Jimmy Jam,
Terry Lewis,
James Wright",
09/19/2003,Underworld,"Selene, a vampire warrior, is entrenched in a conflict between vampires and werewolves, while falling in love with Michael, a human who is sought by werewolves for unknown reasons.",Len Wiseman,"Kate Beckinsale,
Scott Speedman,
Michael Sheen",Paul Haslinger,
09/26/2003,Duplex,"A young couple moves into a small house in a perfect New York neighborhood, but they clash with another tenant: an old lady in a brass band.",Danny DeVito,"Ben Stiller,
Drew Barrymore,
Eileen Essell",David Newman,
09/26/2003,The Rundown,A bounty hunter is hired to bring a mobster's son home from Brazil but soon fights against a mining town operator and searches for the golden Gato.,Peter Berg,"Dwayne Johnson,
Seann William Scott,
Christopher Walken",Harry Gregson-Williams,
09/26/2003,Under the Tuscan Sun,"After a rough divorce, Frances, a 35-year-old book editor from San Francisco, takes a tour of Tuscany. On a whim she buys Bramasole, a run-down villa in the Tuscan countryside.",Audrey Wells,"Diane Lane,
Sandra Oh,
Lindsay Duncan",Christophe Beck,
10/03/2003,Out of Time,"In Florida, police chief Matt has an affair with Ann, who has terminal cancer and an insurance policy. He must solve a homicide before he is suspected.",Carl Franklin,"Denzel Washington,
Eva Mendes,
Sanaa Lathan",Graeme Revell,
10/03/2003,School of Rock,"Kicked out of his rock band, Dewey becomes a substitute teacher of an uptight private school and tries to turn his class into a competitive rock band.",Richard Linklater,"Jack Black,
Joan Cusack,
Mike White",Craig Wedren,
10/10/2003,Intolerable Cruelty,"Marriage-for-money predator Marylin faces Miles, a shrewd Beverly Hills divorce lawyer and strong prenuptial agreement maker then attracted to her.","Joel Coen,
Ethan Coen","George Clooney,
Catherine Zeta-Jones,
Geoffrey Rush",Carter Burwell,
10/10/2003,Kill Bill: Volume 1,"After a four-year coma, a former assassin bride wreaks vengeance on ex-partners a homemaker with a small daughter and a Tokyo yakuza leader.",Quentin Tarantino,"Uma Thurman,
Lucy Liu,
Vivica A. Fox",RZA,
10/15/2003,Mystic River,"In Boston, friends ex-con Jimmy, detective Sean, and blue-collar Dave are shattered when Jimmy's daughter Kate is murdered. He wants vengeance.",Clint Eastwood,"Sean Penn,
Tim Robbins,
Kevin Bacon",Clint Eastwood,
10/17/2003,Runaway Jury,"A lawyer faces a shady jury consultant in a gun manufacturer trial, but a juror on the inside and a woman on the outside work to manipulate them.",Gary Fleder,"John Cusack,
Gene Hackman,
Dustin Hoffman",Christopher Young,
10/17/2003,The Texas Chainsaw Massacre,"After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding loon and his family of equally psychopathic killers.",Marcus Nispel,"Jessica Biel,
Jonathan Tucker,
Erica Leerhsen",Steve Jablonsky,Texas Chainsaw Massacre 5
10/22/2003,In the Cut,"In New York City, a writing professor has an affair with a police detective who is investigating the murder of a young woman in her neighborhood.",Jane Campion,"Meg Ryan,
Mark Ruffalo,
Jennifer Jason Leigh",Hilmar Örn Hilmarsson,
10/24/2003,Elephant,"In Oregon, before a shooting by two boys occurs, several Watt High School students deal with their typical problems unaware of their bloody futures.",Gus Van Sant,"Alex Frost,
Eric Deulen,
John Robinson",N/A,
10/24/2003,Radio,"In 1976 South Carolina, kind high school football coach Harold Jones cares for a mentally disabled drifter. Staff and parents worry he is a distraction.",Michael Tollin,"Cuba Gooding Jr.,
Ed Harris,
Alfre Woodard",James Horner,
10/24/2003,Scary Movie 3,"After reporter Cindy watches a strange videotape, she investigates crop circles reported by farmers and helps the President prevent an alien invasion.",David Zucker,"Anna Faris,
Charlie Sheen,
Regina Hall",James L. Venable,
10/31/2003,Shattered Glass,"In 1998, a young journalist falls from grace when it is learned he fabricated over half of his articles from the publication the New Republic magazine.",Billy Ray,"Hayden Christensen,
Peter Sarsgaard,
Chloë Sevigny",Mychael Danna,
11/05/2003,The Matrix Revolutions,The city of Zion defends itself against an invasion of Sentinel machines as Neo struggles to end the war while also confronting the rogue Agent Smith.,"Lana Wachowski,
Lilly Wachowski","Keanu Reeves,
Laurence Fishburne,
Carrie-Anne Moss",Don Davis,Matrix 3
11/07/2003,Brother Bear,"When a young Inuit hunter needlessly kills a bear, he is magically changed into a bear himself as punishment with a talkative cub being his only guide to changing back.","Aaron Blaise,
Robert Walker","Joaquin Phoenix,
Jeremy Suarez,
Rick Moranis","Phil Collins,
Mark Mancina",
11/07/2003,Elf,"Buddy, a man raised by Santa's elves, learns his origins and heads to New York to meet his father, a rude children's book publisher with another son.",Jon Favreau,"Will Ferrell,
James Caan,
Zooey Deschanel",John Debney,
11/14/2003,Looney Tunes: Back in Action,The Looney Tunes help a guard and an executive find the Blue Monkey diamond to prevent evil Mr. Chairman using it to turn mankind into monkeys.,Joe Dante,"Brendan Fraser,
Jenna Elfman,
Steve Martin",Jerry Goldsmith,
11/14/2003,Love Actually,Eight very different couples deal with love lives in various loosely interrelated stories all set during a frantic five weeks preceding Christmas in London.,Richard Curtis,"Hugh Grant,
Liam Neeson,
Colin Firth",Craig Armstrong,
11/14/2003,Master and Commander: The Far Side of the World,"During the Napoleonic Wars, a brash British ship captain pushes crew to their limits in pursuit of a feared French war vessel around South America.",Peter Weir,"Russell Crowe,
Paul Bettany,
James D'Arcy","Iva Davies,
Christopher Gordon,
Richard Tognetti",
11/21/2003,21 Grams,"After her husband and two children are run over by a born-again Christian ex-convict, a housewife meets a mathematician with her husband's heart.",Alejandro G. Iñárritu,"Sean Penn,
Naomi Watts,
Benicio del Toro",Gustavo Santaolalla,
11/21/2003,Gothika,"A psychiatrist wakes up as a patient in the asylum she worked at, accused of killing her husband. She finds she was possessed by a dead woman.",Mathieu Kassovitz,"Halle Berry,
Robert Downey Jr.,
John Carroll Lynch","John Ottman,
Lior Rosner",
11/21/2003,The Cat in the Hat,"In Anville home alone, bored siblings Conrad and Sally and their pet fish are visited by a talking cat that teaches them fun and bothers their neighbor.",Bo Welch,"Mike Myers,
Spencer Breslin,
Dakota Fanning",David Newman,
11/26/2003,Bad Santa,Con man Willie and his dwarf partner Marcus act as Santa and an elf to rob a department store on Christmas Eve but befriend troubled kid Thurman.,Terry Zwigoff,"Billy Bob Thornton,
Tony Cox,
Lauren Graham",David Kitay,
11/26/2003,The Cooler,"In an old school Las Vegas casino, its top gambling jinx breaks his curse when he falls in love, much to his boss' consternation.",Wayne Kramer,"William H. Macy,
Alec Baldwin,
Maria Bello",Mark Isham,
11/26/2003,The Haunted Mansion,"A realtor and his wife and children are summoned to a mansion, which they soon discover is haunted, and while they attempt to escape, he learns an important lesson about the family he has neglected.",Rob Minkoff,"Eddie Murphy,
Terence Stamp,
Wallace Shawn",Mark Mancina,
11/26/2003,The Missing,"In 1885 New Mexico, a frontier medicine woman forms an uneasy alliance with her father when her eldest daughter is kidnapped by an Apache brujo.",Ron Howard,"Tommy Lee Jones,
Cate Blanchett,
Evan Rachel Wood",James Horner,
11/26/2003,Timeline,The ITC Corporation sends archaeology students and Chris through a wormhole to 1357 France to save his professor father. They avoid the English.,Richard Donner,"Paul Walker,
Frances O'Connor,
Gerard Butler",Brian Tyler,
12/05/2003,Honey,A music video choreographer shakes up her life after her mentor gives her an ultimatum: sleep with him or else be blacklisted within the industry.,Bille Woodruff,"Jessica Alba,
Mekhi Phifer,
Joy Bryant",Mervyn Warren,
12/05/2003,The Last Samurai,"In 1876, a war veteran and trainer for the Imperial Japanese Army embraces the samurai culture he was hired to destroy after he is captured in battle.",Edward Zwick,"Tom Cruise,
Timothy Spall,
Ken Watanabe",Hans Zimmer,
12/10/2003,Big Fish,"A frustrated son returns to Alabama to spend time with his cancer-stricken father, who recalls fancy stories about his youth, love, and acquaintances.",Tim Burton,"Ewan McGregor,
Albert Finney,
Billy Crudup",Danny Elfman,
12/12/2003,Girl with a Pearl Earring,"In 1665 Holland, a young peasant maid working for married painter Johannes Vermeer becomes his assistant, student, and model for a painting.",Peter Webber,"Colin Firth,
Scarlett Johansson,
Tom Wilkinson",Alexandre Desplat,
12/12/2003,Love Don't Cost a Thing,A high school loser skilled in designing car engines pays a cheerleader to pose as his girlfriend so he can be considered cool.,Troy Beyer,"Nick Cannon,
Christina Milian,
Kenan Thompson","John E. Rhone,
Richard Gibbs",Can't Buy Me Love remake
12/12/2003,Something's Gotta Give,"In New York, a 63-year-old music mogul is dating a 29-year-old girl when he has a heart attack. He must stay with her playwright mother to recover.",Nancy Meyers,"Jack Nicholson,
Diane Keaton,
Keanu Reeves",Hans Zimmer,
12/12/2003,Stuck on You,"In Martha's Vineyard, Bob and Walt are conjoined twins who own a burger diner. They move to L.A. so Walt can chase acting. Bob meets his pen pal.","Peter Farrelly,
Bobby Farrelly","Matt Damon,
Greg Kinnear,
Cher",Charlie Gartner,
12/17/2003,The Lord of the Rings: The Return of the King,Gandalf and Aragorn lead men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,Peter Jackson,"Elijah Wood,
Sean Astin,
Andy Serkis",Howard Shore,Lord of the Rings 3
12/19/2003,Mona Lisa Smile,"In 1953, a 30-year-old graduate student teaches History of Art at Wellesley College for women in Massachusetts. Her students question their roles.",Mike Newell,"Julia Roberts,
Kirsten Dunst,
Julia Stiles",Rachel Portman,
12/24/2003,Monster,"In 1989 Florida, street prostitute Aileen meets and falls for Selby. When she is raped by a client, she begins robbing and murdering her johns brutally.",Patty Jenkins,"Charlize Theron,
Christina Ricci,
Bruce Dern",BT,
12/25/2003,Cheaper by the Dozen,"With his wife doing a book tour, a father must handle a new football coaching job in Chicago and his unstable brood of 12 children.",Shawn Levy,"Steve Martin,
Bonnie Hunt,
Hilary Duff",Christophe Beck,
12/25/2003,Cold Mountain,"In the waning days of the Civil War, a wounded soldier embarks on a perilous journey back home to North Carolina to reunite with his sweetheart.",Anthony Minghella,"Jude Law,
Nicole Kidman,
Renée Zellweger",Gabriel Yared,
12/25/2003,Paycheck,"After a request from a CEO, a reverse engineer awakens from memory erasure but finds he has given all his stock away and is wanted by the FBI.",John Woo,"Ben Affleck,
Aaron Eckhart,
Uma Thurman",John Powell,
